,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Z_aux[864],-0.723,0.606,-1.896,0.331,0.046,0.033,170.0,170.0,175.0,405.0,1.03
Z_aux[865],0.027,0.556,-1.052,1.008,0.06,0.043,85.0,85.0,87.0,334.0,1.07
Z_aux[866],-1.49,0.587,-2.609,-0.425,0.087,0.062,46.0,46.0,47.0,143.0,1.13
Z_aux[867],-0.073,0.555,-1.104,0.944,0.042,0.029,179.0,179.0,178.0,423.0,1.06
Z_aux[868],-0.122,0.571,-1.175,0.947,0.062,0.044,85.0,85.0,85.0,107.0,1.09
Z_aux[869],-0.901,0.576,-2.03,0.21,0.063,0.047,84.0,75.0,86.0,199.0,1.07
Z_aux[870],-0.089,0.642,-1.373,1.045,0.089,0.064,52.0,52.0,51.0,234.0,1.13
Z_aux[871],0.041,0.599,-1.017,1.189,0.091,0.064,44.0,44.0,46.0,152.0,1.12
Z_aux[872],-0.041,0.588,-1.189,1.015,0.087,0.062,45.0,45.0,45.0,76.0,1.13
Z_aux[873],-0.039,0.581,-1.102,1.078,0.087,0.062,44.0,44.0,45.0,140.0,1.14
Z_aux[874],0.103,0.621,-1.061,1.266,0.052,0.037,141.0,141.0,142.0,262.0,1.03
Z_aux[875],0.16,0.681,-1.172,1.478,0.147,0.106,21.0,21.0,21.0,45.0,1.32
Z_aux[876],-0.108,0.557,-1.197,0.943,0.047,0.033,141.0,141.0,139.0,330.0,1.06
Z_aux[877],0.251,0.61,-0.933,1.311,0.105,0.075,34.0,34.0,34.0,253.0,1.18
Z_aux[878],0.892,0.525,-0.1,1.891,0.076,0.054,48.0,48.0,48.0,257.0,1.12
Z_aux[879],-0.581,0.538,-1.67,0.382,0.063,0.044,74.0,74.0,73.0,199.0,1.1
Z_aux[880],-0.022,0.578,-1.103,0.996,0.065,0.046,79.0,79.0,80.0,304.0,1.07
Z_aux[881],-0.695,0.572,-1.786,0.389,0.082,0.058,49.0,49.0,49.0,136.0,1.13
Z_aux[882],-0.188,0.584,-1.337,0.895,0.068,0.049,73.0,73.0,73.0,302.0,1.08
Z_aux[883],1.156,0.529,0.177,2.132,0.04,0.03,175.0,154.0,179.0,495.0,1.04
Z_aux[884],-0.112,0.599,-1.168,1.109,0.06,0.043,98.0,98.0,99.0,175.0,1.06
Z_aux[885],0.043,0.639,-1.223,1.195,0.084,0.059,58.0,58.0,60.0,132.0,1.11
Z_aux[886],-0.212,0.533,-1.202,0.797,0.051,0.036,109.0,109.0,108.0,322.0,1.07
Z_aux[887],-0.073,0.582,-1.092,1.109,0.04,0.028,212.0,212.0,210.0,452.0,1.03
Z_aux[888],-0.261,0.56,-1.392,0.75,0.05,0.035,127.0,127.0,126.0,228.0,1.06
Z_aux[889],0.565,0.575,-0.551,1.596,0.081,0.058,51.0,51.0,53.0,98.0,1.1
Z_aux[890],0.1,0.599,-0.987,1.242,0.102,0.073,34.0,34.0,35.0,45.0,1.16
Z_aux[891],0.664,0.522,-0.336,1.662,0.085,0.06,38.0,38.0,37.0,65.0,1.17
Z_aux[892],-0.273,0.599,-1.486,0.741,0.066,0.047,82.0,82.0,80.0,134.0,1.07
Z_aux[893],-0.721,0.615,-1.867,0.407,0.101,0.072,37.0,37.0,37.0,87.0,1.15
Z_aux[894],-0.08,0.552,-1.069,0.983,0.081,0.058,46.0,46.0,47.0,227.0,1.11
Z_aux[895],4.828,0.443,4.001,5.68,0.062,0.044,51.0,51.0,51.0,151.0,1.12
Z_aux[896],-0.127,0.596,-1.308,0.97,0.05,0.036,141.0,141.0,143.0,284.0,1.06
Z_aux[897],-0.23,0.637,-1.431,0.961,0.052,0.037,148.0,148.0,148.0,215.0,1.05
Z_aux[898],1.823,0.504,0.926,2.758,0.074,0.053,47.0,45.0,49.0,255.0,1.13
Z_aux[899],0.173,0.636,-1.017,1.395,0.094,0.067,46.0,46.0,46.0,128.0,1.12
Z_aux[900],0.28,0.566,-0.773,1.342,0.1,0.071,32.0,32.0,33.0,171.0,1.17
Z_aux[901],0.319,0.558,-0.753,1.349,0.051,0.038,122.0,109.0,116.0,261.0,1.05
Z_aux[902],-1.003,0.704,-2.167,0.442,0.13,0.093,29.0,29.0,29.0,78.0,1.22
Z_aux[903],1.381,0.611,0.232,2.558,0.1,0.072,37.0,37.0,38.0,123.0,1.15
Z_aux[904],0.02,0.632,-1.183,1.187,0.082,0.058,59.0,59.0,60.0,94.0,1.09
Z_aux[905],0.043,0.664,-1.204,1.236,0.109,0.078,37.0,37.0,37.0,240.0,1.17
Z_aux[906],0.217,0.673,-1.058,1.544,0.103,0.074,42.0,42.0,53.0,25.0,1.11
Z_aux[907],0.057,0.563,-1.018,1.011,0.088,0.063,41.0,41.0,40.0,319.0,1.16
Z_aux[908],-0.034,0.574,-1.082,1.031,0.071,0.051,65.0,65.0,67.0,335.0,1.1
Z_aux[909],-0.743,0.809,-2.085,0.801,0.127,0.091,40.0,40.0,40.0,99.0,1.14
Z_aux[910],0.449,0.532,-0.494,1.509,0.071,0.061,57.0,39.0,60.0,121.0,1.12
Z_aux[911],-0.167,0.648,-1.43,0.938,0.1,0.071,42.0,42.0,42.0,144.0,1.14
Z_aux[912],0.802,0.586,-0.313,1.912,0.103,0.077,32.0,29.0,33.0,163.0,1.17
Z_aux[913],-0.022,0.557,-1.197,0.962,0.053,0.038,110.0,110.0,111.0,233.0,1.06
Z_aux[914],0.133,0.58,-0.958,1.221,0.066,0.047,77.0,77.0,77.0,266.0,1.08
Z_aux[915],-0.142,0.591,-1.297,0.892,0.048,0.034,150.0,150.0,146.0,283.0,1.06
Z_aux[916],0.229,0.574,-0.863,1.314,0.087,0.062,43.0,43.0,42.0,88.0,1.13
Z_aux[917],-0.645,0.565,-1.728,0.407,0.068,0.048,68.0,68.0,69.0,147.0,1.08
Z_aux[918],0.156,0.619,-1.022,1.205,0.089,0.064,48.0,48.0,52.0,166.0,1.13
Z_aux[919],-0.172,0.54,-1.199,0.834,0.046,0.033,137.0,137.0,139.0,245.0,1.05
Z_aux[920],-0.161,0.614,-1.36,0.888,0.083,0.059,54.0,54.0,57.0,320.0,1.11
Z_aux[921],-1.945,0.63,-3.128,-0.671,0.131,0.101,23.0,20.0,25.0,34.0,1.26
Z_aux[922],0.834,0.508,-0.006,1.875,0.088,0.063,33.0,33.0,33.0,161.0,1.19
Z_aux[923],0.477,0.536,-0.603,1.441,0.088,0.063,37.0,37.0,38.0,136.0,1.18
Z_aux[924],0.795,0.574,-0.338,1.787,0.072,0.051,63.0,63.0,66.0,137.0,1.08
Z_aux[925],-0.041,0.675,-1.295,1.263,0.1,0.071,46.0,46.0,45.0,148.0,1.12
Z_aux[926],0.521,0.612,-0.65,1.64,0.084,0.06,53.0,53.0,55.0,150.0,1.11
Z_aux[927],-0.291,0.626,-1.478,0.873,0.097,0.069,42.0,42.0,42.0,333.0,1.14
Z_aux[928],-0.257,0.631,-1.451,0.946,0.054,0.038,139.0,139.0,139.0,337.0,1.04
Z_aux[929],0.248,0.586,-0.832,1.345,0.069,0.049,72.0,72.0,72.0,207.0,1.09
Z_aux[930],0.051,0.51,-0.891,0.982,0.044,0.031,134.0,134.0,136.0,410.0,1.07
Z_aux[931],-0.01,0.613,-1.146,1.162,0.125,0.09,24.0,24.0,24.0,79.0,1.26
Z_aux[932],-0.364,0.624,-1.497,0.807,0.093,0.071,45.0,39.0,46.0,71.0,1.12
Z_aux[933],-0.204,0.546,-1.174,0.757,0.063,0.045,75.0,75.0,75.0,248.0,1.08
Z_aux[934],-0.196,0.628,-1.303,1.037,0.067,0.047,88.0,88.0,89.0,264.0,1.08
Z_aux[935],0.017,0.593,-1.077,1.128,0.072,0.051,68.0,68.0,67.0,385.0,1.1
Z_aux[936],0.511,0.538,-0.454,1.612,0.058,0.046,85.0,70.0,89.0,222.0,1.08
Z_aux[937],-0.364,0.586,-1.481,0.691,0.049,0.035,144.0,144.0,145.0,331.0,1.05
Z_aux[938],1.047,0.54,0.028,2.061,0.087,0.062,39.0,39.0,39.0,67.0,1.15
Z_aux[939],-0.244,0.564,-1.274,0.866,0.074,0.052,59.0,59.0,60.0,182.0,1.1
Z_aux[940],-0.192,0.584,-1.188,0.978,0.075,0.053,60.0,60.0,60.0,164.0,1.1
Z_aux[941],0.361,0.532,-0.636,1.276,0.078,0.056,46.0,46.0,49.0,417.0,1.12
Z_aux[942],-0.146,0.602,-1.303,0.984,0.055,0.039,119.0,119.0,119.0,337.0,1.07
Z_aux[943],0.275,0.708,-0.97,1.731,0.139,0.1,26.0,26.0,26.0,87.0,1.23
Z_aux[944],0.613,0.528,-0.387,1.577,0.04,0.031,171.0,148.0,172.0,382.0,1.06
Z_aux[945],-0.039,0.596,-1.122,1.164,0.09,0.064,44.0,44.0,44.0,60.0,1.13
Z_aux[946],-0.274,0.705,-1.721,1.021,0.141,0.101,25.0,25.0,25.0,49.0,1.24
Z_aux[947],-0.282,0.652,-1.523,0.919,0.122,0.087,29.0,29.0,29.0,130.0,1.21
Z_aux[948],-0.165,0.526,-1.15,0.796,0.045,0.032,135.0,135.0,135.0,369.0,1.06
Z_aux[949],-0.738,0.702,-2.055,0.556,0.137,0.098,26.0,26.0,27.0,120.0,1.24
Z_aux[950],-0.42,0.577,-1.463,0.687,0.079,0.056,53.0,53.0,53.0,107.0,1.13
Z_aux[951],-0.013,0.617,-1.245,1.056,0.092,0.066,45.0,45.0,45.0,221.0,1.13
Z_aux[952],0.174,0.575,-0.886,1.255,0.047,0.035,152.0,139.0,154.0,364.0,1.06
Z_aux[953],0.123,0.578,-0.914,1.222,0.055,0.039,112.0,112.0,114.0,209.0,1.05
Z_aux[954],-0.22,0.598,-1.331,0.932,0.06,0.042,100.0,100.0,99.0,205.0,1.09
Z_aux[955],-0.026,0.621,-1.196,1.084,0.075,0.053,69.0,69.0,69.0,259.0,1.09
Z_aux[956],1.886,0.532,0.889,2.846,0.076,0.054,49.0,49.0,50.0,243.0,1.12
Z_aux[957],-0.117,0.569,-1.205,0.955,0.059,0.042,91.0,91.0,91.0,363.0,1.07
Z_aux[958],-0.215,0.602,-1.417,0.861,0.071,0.051,71.0,71.0,70.0,180.0,1.09
Z_aux[959],-0.263,0.6,-1.347,0.866,0.091,0.065,44.0,44.0,43.0,185.0,1.12
Z_aux[960],-0.098,0.606,-1.229,0.998,0.06,0.043,102.0,102.0,103.0,374.0,1.08
Z_aux[961],-1.422,0.644,-2.562,-0.171,0.074,0.052,76.0,76.0,79.0,389.0,1.09
Z_aux[962],0.026,0.573,-1.108,1.061,0.042,0.03,183.0,183.0,183.0,418.0,1.04
Z_aux[963],-0.092,0.548,-1.084,0.965,0.087,0.062,40.0,40.0,41.0,231.0,1.17
Z_aux[964],-0.161,0.65,-1.301,1.061,0.11,0.078,35.0,35.0,36.0,142.0,1.17
Z_aux[965],-0.435,0.587,-1.464,0.655,0.094,0.067,39.0,39.0,39.0,187.0,1.16
Z_aux[966],-0.339,0.584,-1.452,0.722,0.08,0.057,54.0,54.0,60.0,110.0,1.1
Z_aux[967],0.275,0.622,-0.914,1.531,0.121,0.087,26.0,26.0,27.0,45.0,1.21
Z_aux[968],-0.212,0.577,-1.246,0.912,0.058,0.041,98.0,98.0,97.0,167.0,1.07
Z_aux[969],-0.079,0.613,-1.193,1.025,0.052,0.037,141.0,141.0,143.0,475.0,1.05
Z_aux[970],-0.071,0.6,-1.185,1.035,0.074,0.053,66.0,66.0,67.0,383.0,1.09
Z_aux[971],-0.469,0.572,-1.48,0.583,0.092,0.07,39.0,34.0,39.0,88.0,1.18
Z_aux[972],-1.186,0.538,-2.186,-0.148,0.071,0.051,57.0,57.0,56.0,387.0,1.11
Z_aux[973],-0.075,0.588,-1.217,0.973,0.098,0.07,36.0,36.0,38.0,110.0,1.15
Z_aux[974],-0.056,0.629,-1.27,1.19,0.056,0.039,128.0,128.0,129.0,231.0,1.05
Z_aux[975],0.617,0.519,-0.433,1.558,0.076,0.054,47.0,47.0,47.0,91.0,1.12
Z_aux[976],-0.276,0.547,-1.259,0.811,0.052,0.037,109.0,109.0,111.0,365.0,1.07
Z_aux[977],-0.04,0.608,-1.213,1.069,0.071,0.05,74.0,74.0,75.0,177.0,1.09
Z_aux[978],-0.188,0.534,-1.145,0.759,0.079,0.057,45.0,45.0,47.0,415.0,1.14
Z_aux[979],-0.78,0.585,-1.827,0.39,0.056,0.04,107.0,107.0,108.0,197.0,1.04
Z_aux[980],-0.121,0.652,-1.53,0.921,0.101,0.072,42.0,42.0,44.0,123.0,1.13
Z_aux[981],-0.208,0.645,-1.491,0.977,0.046,0.032,200.0,200.0,213.0,208.0,1.03
Z_aux[982],0.065,0.602,-1.062,1.225,0.049,0.035,152.0,152.0,153.0,354.0,1.05
Z_aux[983],0.154,0.592,-0.844,1.396,0.093,0.066,41.0,41.0,41.0,57.0,1.14
Z_aux[984],-0.241,0.594,-1.327,0.911,0.034,0.024,310.0,310.0,311.0,440.0,1.02
Z_aux[985],0.093,0.681,-1.193,1.395,0.106,0.076,41.0,41.0,41.0,149.0,1.14
Z_aux[986],-0.208,0.584,-1.263,0.966,0.105,0.075,31.0,31.0,31.0,65.0,1.19
Z_aux[987],-0.455,0.576,-1.52,0.585,0.089,0.063,42.0,42.0,42.0,205.0,1.13
Z_aux[988],-0.575,0.776,-2.007,0.815,0.164,0.118,22.0,22.0,22.0,92.0,1.3
Z_aux[989],-0.426,0.576,-1.529,0.668,0.063,0.045,83.0,83.0,88.0,78.0,1.07
Z_aux[990],-0.194,0.559,-1.191,0.841,0.099,0.07,32.0,32.0,32.0,74.0,1.18
Z_aux[991],-0.279,0.589,-1.397,0.782,0.044,0.031,176.0,176.0,176.0,488.0,1.04
Z_aux[992],-0.159,0.644,-1.488,0.99,0.108,0.077,36.0,36.0,38.0,40.0,1.17
Z_aux[993],-0.404,0.62,-1.632,0.699,0.053,0.037,139.0,139.0,147.0,355.0,1.05
Z_aux[994],-0.036,0.613,-1.194,1.135,0.083,0.059,55.0,55.0,59.0,89.0,1.12
Z_aux[995],0.078,0.579,-1.03,1.132,0.065,0.046,79.0,79.0,82.0,117.0,1.11
Z_aux[996],-0.018,0.655,-1.272,1.153,0.086,0.061,58.0,58.0,60.0,219.0,1.11
Z_aux[997],0.287,0.635,-0.893,1.563,0.109,0.077,34.0,34.0,34.0,142.0,1.18
Z_aux[998],-1.715,0.644,-2.915,-0.492,0.083,0.059,61.0,61.0,62.0,132.0,1.11
Z_aux[999],-0.188,0.63,-1.366,0.944,0.099,0.07,41.0,41.0,42.0,167.0,1.14
Z_aux[1000],-0.26,0.553,-1.253,0.765,0.069,0.049,64.0,64.0,65.0,261.0,1.1
Z_aux[1001],-0.139,0.597,-1.244,0.967,0.083,0.059,51.0,51.0,52.0,269.0,1.12
Z_aux[1002],-0.135,0.581,-1.263,0.948,0.092,0.066,40.0,40.0,42.0,245.0,1.14
Z_aux[1003],-0.229,0.559,-1.306,0.833,0.055,0.039,104.0,104.0,104.0,110.0,1.07
Z_aux[1004],-0.021,0.621,-1.137,1.202,0.066,0.047,89.0,89.0,89.0,197.0,1.09
Z_aux[1005],-0.013,0.592,-1.167,1.056,0.055,0.039,118.0,118.0,117.0,398.0,1.07
Z_aux[1006],-0.153,0.571,-1.247,0.849,0.071,0.05,65.0,65.0,69.0,133.0,1.09
Z_aux[1007],-0.49,0.581,-1.516,0.613,0.057,0.04,105.0,105.0,105.0,403.0,1.08
Z_aux[1008],0.368,0.568,-0.669,1.4,0.067,0.048,71.0,71.0,70.0,233.0,1.08
Z_aux[1009],-0.374,0.569,-1.433,0.697,0.054,0.038,113.0,113.0,109.0,328.0,1.07
Z_aux[1010],0.001,0.577,-1.076,1.018,0.078,0.055,55.0,55.0,56.0,377.0,1.11
Z_aux[1011],-0.126,0.607,-1.351,0.914,0.066,0.047,84.0,84.0,94.0,111.0,1.08
Z_aux[1012],-0.487,0.57,-1.558,0.577,0.042,0.03,184.0,184.0,184.0,360.0,1.04
Z_aux[1013],-0.764,0.584,-1.786,0.371,0.086,0.061,46.0,46.0,47.0,182.0,1.11
Z_aux[1014],0.392,0.521,-0.601,1.388,0.037,0.026,203.0,203.0,204.0,527.0,1.03
Z_aux[1015],0.009,0.563,-1.119,1.029,0.086,0.062,42.0,42.0,44.0,107.0,1.15
Z_aux[1016],-0.036,0.542,-1.009,1.012,0.064,0.045,72.0,72.0,72.0,210.0,1.08
Z_aux[1017],0.093,0.547,-0.958,1.115,0.055,0.039,99.0,99.0,99.0,359.0,1.07
Z_aux[1018],-0.568,0.583,-1.69,0.471,0.048,0.034,148.0,148.0,149.0,287.0,1.06
Z_aux[1019],-0.076,0.528,-1.053,0.99,0.035,0.025,224.0,224.0,221.0,533.0,1.05
Z_aux[1020],-0.05,0.6,-1.248,1.006,0.1,0.071,36.0,36.0,37.0,160.0,1.17
Z_aux[1021],0.034,0.556,-1.044,1.044,0.075,0.054,54.0,54.0,54.0,315.0,1.1
Z_aux[1022],0.25,0.59,-0.882,1.327,0.053,0.038,124.0,124.0,124.0,356.0,1.06
Z_aux[1023],-0.021,0.644,-1.207,1.174,0.08,0.057,64.0,64.0,65.0,256.0,1.1
Z_aux[1024],-0.262,0.615,-1.371,0.878,0.071,0.05,75.0,75.0,75.0,444.0,1.08
Z_aux[1025],0.094,0.577,-1.024,1.099,0.064,0.045,82.0,82.0,85.0,308.0,1.08
Z_aux[1026],-0.404,0.594,-1.529,0.665,0.042,0.03,203.0,203.0,202.0,386.0,1.04
Z_aux[1027],0.702,0.609,-0.431,1.829,0.063,0.045,94.0,94.0,95.0,446.0,1.08
Z_aux[1028],-0.252,0.537,-1.315,0.745,0.041,0.03,168.0,157.0,171.0,468.0,1.06
Z_aux[1029],-0.239,0.625,-1.422,1.001,0.092,0.066,46.0,46.0,48.0,50.0,1.12
Z_aux[1030],-0.159,0.64,-1.353,1.018,0.093,0.066,48.0,48.0,48.0,233.0,1.11
Z_aux[1031],0.018,0.526,-0.98,1.026,0.038,0.027,190.0,190.0,190.0,431.0,1.04
Z_aux[1032],-0.021,0.572,-1.144,0.99,0.063,0.045,83.0,83.0,88.0,214.0,1.09
Z_aux[1033],-0.077,0.612,-1.364,1.019,0.115,0.082,28.0,28.0,29.0,61.0,1.2
Z_aux[1034],-0.275,0.59,-1.373,0.855,0.064,0.082,85.0,26.0,91.0,27.0,1.12
Z_aux[1035],-0.039,0.559,-1.079,1.04,0.047,0.034,139.0,139.0,140.0,283.0,1.05
Z_aux[1036],-0.349,0.592,-1.429,0.747,0.049,0.035,147.0,147.0,148.0,317.0,1.04
Z_aux[1037],-0.267,0.596,-1.427,0.748,0.09,0.064,44.0,44.0,45.0,146.0,1.12
Z_aux[1038],-0.142,0.553,-1.155,0.961,0.057,0.051,95.0,60.0,92.0,166.0,1.09
Z_aux[1039],-0.275,0.602,-1.415,0.845,0.075,0.053,65.0,65.0,65.0,187.0,1.09
Z_aux[1040],-0.239,0.582,-1.322,0.819,0.039,0.027,225.0,225.0,228.0,468.0,1.03
Z_aux[1041],-0.211,0.687,-1.422,0.971,0.125,0.089,30.0,30.0,31.0,168.0,1.18
Z_aux[1042],-0.228,0.579,-1.35,0.867,0.045,0.032,167.0,167.0,174.0,343.0,1.06
Z_aux[1043],-0.283,0.618,-1.4,0.943,0.063,0.045,95.0,95.0,92.0,100.0,1.1
Z_aux[1044],0.054,0.614,-1.191,1.123,0.097,0.069,40.0,40.0,39.0,258.0,1.15
Z_aux[1045],-0.099,0.603,-1.185,1.06,0.059,0.042,104.0,104.0,105.0,220.0,1.07
Z_aux[1046],0.01,0.593,-1.235,1.084,0.061,0.043,95.0,95.0,99.0,205.0,1.08
Z_aux[1047],-0.138,0.558,-1.145,0.909,0.11,0.078,26.0,26.0,26.0,82.0,1.25
Z_aux[1048],-0.29,0.634,-1.431,0.9,0.103,0.073,38.0,38.0,37.0,60.0,1.16
Z_aux[1049],-0.425,0.604,-1.572,0.735,0.054,0.038,125.0,125.0,124.0,262.0,1.06
Z_aux[1050],-0.325,0.567,-1.367,0.737,0.036,0.025,254.0,254.0,254.0,610.0,1.02
Z_aux[1051],-0.496,0.604,-1.588,0.589,0.105,0.075,33.0,33.0,34.0,251.0,1.17
Z_aux[1052],-0.369,0.591,-1.475,0.755,0.047,0.033,161.0,161.0,162.0,275.0,1.05
Z_aux[1053],-0.066,0.643,-1.215,1.133,0.103,0.073,39.0,39.0,40.0,256.0,1.16
Z_aux[1054],0.088,0.556,-1.05,1.08,0.046,0.033,145.0,145.0,144.0,295.0,1.07
Z_aux[1055],-1.112,0.537,-2.09,-0.104,0.075,0.053,52.0,52.0,51.0,205.0,1.12
Z_aux[1056],-0.285,0.569,-1.334,0.78,0.053,0.038,113.0,113.0,111.0,194.0,1.05
Z_aux[1057],-0.272,0.602,-1.443,0.761,0.064,0.046,88.0,88.0,90.0,269.0,1.08
Z_aux[1058],-0.212,0.624,-1.281,1.076,0.085,0.06,54.0,54.0,52.0,110.0,1.13
Z_aux[1059],-0.676,0.541,-1.713,0.369,0.087,0.062,39.0,39.0,39.0,96.0,1.15
Z_aux[1060],-0.073,0.575,-1.173,0.963,0.037,0.026,242.0,242.0,243.0,521.0,1.04
Z_aux[1061],0.577,0.475,-0.265,1.428,0.073,0.052,43.0,43.0,43.0,208.0,1.13
Z_aux[1062],0.71,0.642,-0.481,1.918,0.121,0.087,28.0,28.0,28.0,104.0,1.22
Z_aux[1063],-0.156,0.548,-1.216,0.868,0.07,0.05,61.0,61.0,61.0,83.0,1.1
Z_aux[1064],-0.383,0.627,-1.574,0.743,0.07,0.058,80.0,59.0,85.0,205.0,1.08
Z_aux[1065],-0.063,0.645,-1.277,1.145,0.073,0.052,79.0,79.0,77.0,187.0,1.09
Z_aux[1066],0.234,0.59,-0.87,1.316,0.055,0.039,115.0,115.0,114.0,379.0,1.06
Z_aux[1067],-0.205,0.618,-1.373,0.912,0.044,0.031,200.0,200.0,200.0,207.0,1.05
Z_aux[1068],0.555,0.599,-0.581,1.661,0.077,0.055,60.0,59.0,57.0,287.0,1.11
Z_aux[1069],-0.162,0.577,-1.33,0.856,0.045,0.032,164.0,164.0,165.0,358.0,1.04
Z_aux[1070],-0.181,0.549,-1.242,0.873,0.056,0.04,97.0,97.0,100.0,245.0,1.07
Z_aux[1071],-0.026,0.622,-1.222,1.096,0.079,0.056,61.0,61.0,61.0,90.0,1.1
Z_aux[1072],0.395,0.496,-0.493,1.347,0.058,0.041,74.0,74.0,76.0,394.0,1.09
Z_aux[1073],0.982,0.484,0.088,1.958,0.059,0.043,67.0,63.0,69.0,97.0,1.11
Z_aux[1074],0.081,0.553,-1.047,1.056,0.05,0.035,123.0,123.0,127.0,70.0,1.05
Z_aux[1075],-0.243,0.586,-1.395,0.842,0.053,0.041,125.0,104.0,130.0,164.0,1.06
Z_aux[1076],-0.504,0.535,-1.488,0.485,0.07,0.05,59.0,59.0,60.0,327.0,1.1
Z_aux[1077],-0.286,0.563,-1.259,0.842,0.06,0.042,89.0,89.0,91.0,340.0,1.08
Z_aux[1078],-0.405,0.612,-1.503,0.727,0.086,0.061,50.0,50.0,51.0,255.0,1.12
Z_aux[1079],0.463,0.492,-0.476,1.37,0.031,0.022,244.0,244.0,247.0,623.0,1.02
Z_aux[1080],0.014,0.574,-1.114,1.105,0.101,0.072,32.0,32.0,32.0,54.0,1.18
Z_aux[1081],-0.218,0.606,-1.328,0.965,0.072,0.051,72.0,72.0,71.0,249.0,1.1
Z_aux[1082],-0.04,0.58,-1.186,1.012,0.053,0.038,119.0,119.0,112.0,400.0,1.06
Z_aux[1083],0.286,0.586,-0.811,1.358,0.06,0.043,94.0,94.0,96.0,381.0,1.06
Z_aux[1084],0.084,0.665,-1.089,1.266,0.151,0.109,19.0,19.0,20.0,44.0,1.32
Z_aux[1085],-0.292,0.6,-1.413,0.813,0.058,0.041,108.0,108.0,106.0,436.0,1.06
Z_aux[1086],-0.394,0.558,-1.475,0.651,0.04,0.028,198.0,198.0,197.0,444.0,1.02
Z_aux[1087],1.451,0.546,0.406,2.471,0.09,0.065,36.0,36.0,36.0,133.0,1.17
Z_aux[1088],-0.286,0.513,-1.364,0.575,0.069,0.049,55.0,55.0,55.0,266.0,1.11
Z_aux[1089],0.246,0.603,-0.861,1.457,0.091,0.065,44.0,44.0,45.0,74.0,1.12
Z_aux[1090],0.452,0.588,-0.575,1.621,0.048,0.044,152.0,91.0,155.0,170.0,1.06
Z_aux[1091],-0.149,0.582,-1.22,0.943,0.071,0.051,67.0,67.0,70.0,368.0,1.09
Z_aux[1092],-0.024,0.55,-0.982,1.084,0.045,0.032,152.0,152.0,150.0,422.0,1.06
Z_aux[1093],-0.563,0.58,-1.647,0.536,0.047,0.034,149.0,149.0,151.0,254.0,1.06
Z_aux[1094],0.028,0.707,-1.386,1.292,0.133,0.095,28.0,28.0,29.0,39.0,1.23
Z_aux[1095],-0.081,0.585,-1.197,0.934,0.089,0.063,43.0,43.0,43.0,234.0,1.14
Z_aux[1096],0.156,0.595,-0.952,1.299,0.06,0.042,99.0,99.0,100.0,294.0,1.07
Z_aux[1097],-0.222,0.577,-1.302,0.86,0.052,0.037,125.0,125.0,124.0,234.0,1.05
Z_aux[1098],-0.334,0.58,-1.426,0.744,0.062,0.044,89.0,89.0,88.0,350.0,1.07
Z_aux[1099],-0.076,0.611,-1.172,1.089,0.078,0.056,61.0,61.0,62.0,244.0,1.1
Z_aux[1100],-0.031,0.61,-1.167,1.144,0.063,0.045,94.0,94.0,95.0,265.0,1.06
Z_aux[1101],0.066,0.557,-0.979,1.127,0.075,0.053,55.0,55.0,54.0,407.0,1.12
Z_aux[1102],0.291,0.588,-0.869,1.299,0.103,0.073,33.0,33.0,34.0,149.0,1.17
Z_aux[1103],-0.095,0.59,-1.16,1.035,0.054,0.038,122.0,122.0,121.0,207.0,1.07
Z_aux[1104],-0.49,0.614,-1.575,0.701,0.092,0.065,45.0,45.0,44.0,85.0,1.14
Z_aux[1105],-0.163,0.593,-1.308,0.946,0.107,0.076,31.0,31.0,33.0,33.0,1.18
Z_aux[1106],1.304,0.481,0.415,2.184,0.062,0.044,60.0,60.0,59.0,357.0,1.12
Z_aux[1107],-0.092,0.599,-1.248,1.022,0.074,0.053,65.0,65.0,67.0,119.0,1.09
Z_aux[1108],-0.18,0.655,-1.363,1.014,0.12,0.091,30.0,26.0,32.0,42.0,1.17
Z_aux[1109],2.35,0.464,1.52,3.255,0.083,0.061,31.0,30.0,31.0,154.0,1.19
Z_aux[1110],-0.383,0.641,-1.603,0.738,0.082,0.058,61.0,61.0,62.0,239.0,1.08
Z_aux[1111],-0.266,0.6,-1.4,0.844,0.05,0.035,144.0,144.0,145.0,275.0,1.05
Z_aux[1112],-0.151,0.664,-1.389,1.056,0.062,0.044,116.0,116.0,118.0,160.0,1.06
Z_aux[1113],0.413,0.618,-0.714,1.468,0.116,0.083,28.0,28.0,29.0,88.0,1.21
Z_aux[1114],-0.381,0.541,-1.39,0.639,0.062,0.044,77.0,77.0,79.0,180.0,1.08
Z_aux[1115],-0.115,0.572,-1.227,0.909,0.052,0.037,121.0,121.0,118.0,365.0,1.07
Z_aux[1116],-0.609,0.581,-1.613,0.539,0.124,0.089,22.0,22.0,22.0,100.0,1.29
Z_aux[1117],-0.03,0.596,-1.09,1.143,0.056,0.04,111.0,111.0,113.0,349.0,1.07
Z_aux[1118],-0.229,0.585,-1.349,0.819,0.041,0.029,205.0,205.0,206.0,571.0,1.06
Z_aux[1119],-0.138,0.552,-1.308,0.755,0.101,0.072,30.0,30.0,30.0,140.0,1.21
Z_aux[1120],-0.09,0.615,-1.161,1.133,0.066,0.047,86.0,86.0,88.0,327.0,1.09
