Areaname,STCOU,PST045200F,PST045200D,PST045200N1,PST045200N2,PST045201F,PST045201D,PST045201N1,PST045201N2,PST045202F,PST045202D,PST045202N1,PST045202N2,PST045203F,PST045203D,PST045203N1,PST045203N2,PST045204F,PST045204D,PST045204N1,PST045204N2,PST045205F,PST045205D,PST045205N1,PST045205N2,PST045206F,PST045206D,PST045206N1,PST045206N2,PST045207F,PST045207D,PST045207N1,PST045207N2,PST045208F,PST045208D,PST045208N1,PST045208N2,PST045209F,PST045209D,PST045209N1,PST045209N2
"Nantucket, MA",25019,0,9574,0000,0000,0,9742,0000,0000,0,10076,0000,0000,0,10305,0000,0000,0,10536,0000,0000,0,10608,0000,0000,0,10803,0000,0000,0,11060,0000,0000,0,11272,0000,0000,0,11322,0000,0000
"Norfolk, MA",25021,0,651227,0000,0000,0,653482,0000,0000,0,654144,0000,0000,0,652781,0000,0000,0,652283,0000,0000,0,650996,0000,0000,0,652750,0000,0000,0,656122,0000,0000,0,661359,0000,0000,0,666303,0000,0000
"Plymouth, MA",25023,0,474414,0000,0000,0,478981,0000,0000,0,483209,0000,0000,0,485444,0000,0000,0,486640,0000,0000,0,488267,0000,0000,0,489241,0000,0000,0,491361,0000,0000,0,494353,0000,0000,0,498344,0000,0000
"Suffolk, MA",25025,0,691238,0000,0000,0,705348,0000,0000,0,711464,0000,0000,0,711144,0000,0000,0,710282,0000,0000,0,712228,0000,0000,0,715799,0000,0000,0,728819,0000,0000,0,742724,0000,0000,0,753580,0000,0000
"Worcester, MA",25027,0,752684,0000,0000,0,762851,0000,0000,0,771243,0000,0000,0,778060,0000,0000,0,782748,0000,0000,0,787246,0000,0000,0,792315,0000,0000,0,796024,0000,0000,0,799343,0000,0000,0,803701,0000,0000
MICHIGAN,26000,0,9955308,0000,0000,0,10006093,0000,0000,0,10038767,0000,0000,0,10066351,0000,0000,0,10089305,0000,0000,0,10090554,0000,0000,0,10082438,0000,0000,0,10050847,0000,0000,0,10002486,0000,0000,0,9969727,0000,0000
"Alcona, MI",26001,0,11709,0000,0000,0,11691,0000,0000,0,11504,0000,0000,0,11512,0000,0000,0,11468,0000,0000,0,11513,0000,0000,0,11494,0000,0000,0,11410,0000,0000,0,11299,0000,0000,0,11091,0000,0000
"Alger, MI",26003,0,9827,0000,0000,0,9807,0000,0000,0,9736,0000,0000,0,9642,0000,0000,0,9611,0000,0000,0,9538,0000,0000,0,9576,0000,0000,0,9650,0000,0000,0,9509,0000,0000,0,9286,0000,0000
"Allegan, MI",26005,0,106048,0000,0000,0,107752,0000,0000,0,108798,0000,0000,0,109920,0000,0000,0,111153,0000,0000,0,111945,0000,0000,0,112414,0000,0000,0,112920,0000,0000,0,113355,0000,0000,0,113449,0000,0000
"Alpena, MI",26007,0,31276,0000,0000,0,31126,0000,0000,0,30845,0000,0000,0,30638,0000,0000,0,30476,0000,0000,0,30162,0000,0000,0,29807,0000,0000,0,29732,0000,0000,0,29600,0000,0000,0,29289,0000,0000
"Antrim, MI",26009,0,23258,0000,0000,0,23477,0000,0000,0,23757,0000,0000,0,24089,0000,0000,0,24219,0000,0000,0,24199,0000,0000,0,24206,0000,0000,0,24189,0000,0000,0,24013,0000,0000,0,23834,0000,0000
"Arenac, MI",26011,0,17263,0000,0000,0,17170,0000,0000,0,17182,0000,0000,0,17086,0000,0000,0,17002,0000,0000,0,16934,0000,0000,0,16783,0000,0000,0,16622,0000,0000,0,16374,0000,0000,0,16092,0000,0000
"Baraga, MI",26013,0,8872,0000,0000,0,8870,0000,0000,0,8817,0000,0000,0,8768,0000,0000,0,8749,0000,0000,0,8678,0000,0000,0,8722,0000,0000,0,8682,0000,0000,0,8566,0000,0000,0,8604,0000,0000
"Barry, MI",26015,0,56903,0000,0000,0,57437,0000,0000,0,57842,0000,0000,0,58274,0000,0000,0,58455,0000,0000,0,58944,0000,0000,0,58826,0000,0000,0,59061,0000,0000,0,58811,0000,0000,0,58434,0000,0000
"Bay, MI",26017,0,110091,0000,0000,0,109654,0000,0000,0,109584,0000,0000,0,109125,0000,0000,0,108921,0000,0000,0,108513,0000,0000,0,107973,0000,0000,0,107373,0000,0000,0,107597,0000,0000,0,107434,0000,0000
"Benzie, MI",26019,0,16106,0000,0000,0,16463,0000,0000,0,16719,0000,0000,0,17113,0000,0000,0,17242,0000,0000,0,17463,0000,0000,0,17585,0000,0000,0,17535,0000,0000,0,17391,0000,0000,0,17227,0000,0000
"Berrien, MI",26021,0,162556,0000,0000,0,161683,0000,0000,0,161541,0000,0000,0,161501,0000,0000,0,161274,0000,0000,0,160310,0000,0000,0,159658,0000,0000,0,159886,0000,0000,0,160319,0000,0000,0,160472,0000,0000
"Branch, MI",26023,0,45874,0000,0000,0,46022,0000,0000,0,46535,0000,0000,0,46459,0000,0000,0,46506,0000,0000,0,46354,0000,0000,0,46326,0000,0000,0,46253,0000,0000,0,45780,0000,0000,0,44737,0000,0000
"Calhoun, MI",26025,0,138021,0000,0000,0,138052,0000,0000,0,138343,0000,0000,0,138521,0000,0000,0,138882,0000,0000,0,138222,0000,0000,0,137445,0000,0000,0,136689,0000,0000,0,136404,0000,0000,0,135616,0000,0000
"Cass, MI",26027,0,51118,0000,0000,0,51104,0000,0000,0,51023,0000,0000,0,50909,0000,0000,0,51129,0000,0000,0,50898,0000,0000,0,50544,0000,0000,0,50624,0000,0000,0,50422,0000,0000,0,49925,0000,0000
"Charlevoix, MI",26029,0,26172,0000,0000,0,26401,0000,0000,0,26469,0000,0000,0,26540,0000,0000,0,26441,0000,0000,0,26327,0000,0000,0,26146,0000,0000,0,26219,0000,0000,0,26001,0000,0000,0,25796,0000,0000
"Cheboygan, MI",26031,0,26570,0000,0000,0,26884,0000,0000,0,27102,0000,0000,0,27150,0000,0000,0,27096,0000,0000,0,27094,0000,0000,0,27024,0000,0000,0,26845,0000,0000,0,26485,0000,0000,0,26106,0000,0000
"Chippewa, MI",26033,0,38599,0000,0000,0,38459,0000,0000,0,38620,0000,0000,0,38582,0000,0000,0,38499,0000,0000,0,38594,0000,0000,0,38585,0000,0000,0,38805,0000,0000,0,38786,0000,0000,0,38731,0000,0000
"Clare, MI",26035,0,31381,0000,0000,0,31300,0000,0000,0,31507,0000,0000,0,31399,0000,0000,0,31415,0000,0000,0,31195,0000,0000,0,31016,0000,0000,0,30685,0000,0000,0,30349,0000,0000,0,30104,0000,0000
"Clinton, MI",26037,0,64940,0000,0000,0,65516,0000,0000,0,66476,0000,0000,0,67388,0000,0000,0,68315,0000,0000,0,68816,0000,0000,0,69409,0000,0000,0,69735,0000,0000,0,69818,0000,0000,0,69893,0000,0000
"Crawford, MI",26039,0,14346,0000,0000,0,14423,0000,0000,0,14526,0000,0000,0,14616,0000,0000,0,14551,0000,0000,0,14763,0000,0000,0,14690,0000,0000,0,14511,0000,0000,0,14428,0000,0000,0,14203,0000,0000
"Delta, MI",26041,0,38547,0000,0000,0,38336,0000,0000,0,38252,0000,0000,0,38060,0000,0000,0,37995,0000,0000,0,37813,0000,0000,0,37703,0000,0000,0,37387,0000,0000,0,37243,0000,0000,0,36918,0000,0000
"Dickinson, MI",26043,0,27481,0000,0000,0,27190,0000,0000,0,27103,0000,0000,0,27039,0000,0000,0,27358,0000,0000,0,27215,0000,0000,0,27125,0000,0000,0,27100,0000,0000,0,26883,0000,0000,0,26691,0000,0000
"Eaton, MI",26045,0,103935,0000,0000,0,104639,0000,0000,0,105431,0000,0000,0,106515,0000,0000,0,106796,0000,0000,0,107142,0000,0000,0,107277,0000,0000,0,107157,0000,0000,0,106816,0000,0000,0,106077,0000,0000
"Emmet, MI",26047,0,31561,0000,0000,0,32133,0000,0000,0,32472,0000,0000,0,32661,0000,0000,0,33172,0000,0000,0,33278,0000,0000,0,33432,0000,0000,0,33408,0000,0000,0,33570,0000,0000,0,33649,0000,0000
"Genesee, MI",26049,0,436885,0000,0000,0,437901,0000,0000,0,438775,0000,0000,0,439544,0000,0000,0,439880,0000,0000,0,439216,0000,0000,0,437395,0000,0000,0,434086,0000,0000,0,428859,0000,0000,0,424043,0000,0000
"Gladwin, MI",26051,0,26118,0000,0000,0,26447,0000,0000,0,26746,0000,0000,0,26851,0000,0000,0,26947,0000,0000,0,26719,0000,0000,0,26693,0000,0000,0,26264,0000,0000,0,25963,0000,0000,0,25724,0000,0000
"Gogebic, MI",26053,0,17203,0000,0000,0,17586,0000,0000,0,17327,0000,0000,0,17084,0000,0000,0,16795,0000,0000,0,16558,0000,0000,0,16249,0000,0000,0,16152,0000,0000,0,16072,0000,0000,0,15936,0000,0000
"Grand Traverse, MI",26055,0,78029,0000,0000,0,79932,0000,0000,0,80984,0000,0000,0,81751,0000,0000,0,82594,0000,0000,0,83450,0000,0000,0,84397,0000,0000,0,85260,0000,0000,0,85939,0000,0000,0,86333,0000,0000
"Gratiot, MI",26057,0,42473,0000,0000,0,42463,0000,0000,0,42316,0000,0000,0,42336,0000,0000,0,42318,0000,0000,0,42149,0000,0000,0,42326,0000,0000,0,42388,0000,0000,0,42339,0000,0000,0,41948,0000,0000
"Hillsdale, MI",26059,0,46672,0000,0000,0,46586,0000,0000,0,46776,0000,0000,0,46929,0000,0000,0,46842,0000,0000,0,46787,0000,0000,0,46689,0000,0000,0,46426,0000,0000,0,45949,0000,0000,0,45650,0000,0000
"Houghton, MI",26061,0,35950,0000,0000,0,35553,0000,0000,0,35646,0000,0000,0,35374,0000,0000,0,35616,0000,0000,0,35494,0000,0000,0,34979,0000,0000,0,34945,0000,0000,0,35321,0000,0000,0,35333,0000,0000
"Huron, MI",26063,0,36024,0000,0000,0,35622,0000,0000,0,35255,0000,0000,0,34927,0000,0000,0,34513,0000,0000,0,34069,0000,0000,0,33630,0000,0000,0,33218,0000,0000,0,32622,0000,0000,0,32236,0000,0000
"Ingham, MI",26065,0,279668,0000,0000,0,280652,0000,0000,0,281135,0000,0000,0,280697,0000,0000,0,281648,0000,0000,0,280533,0000,0000,0,279261,0000,0000,0,278624,0000,0000,0,277971,0000,0000,0,277633,0000,0000
"Ionia, MI",26067,0,61679,0000,0000,0,61900,0000,0000,0,62906,0000,0000,0,63212,0000,0000,0,63838,0000,0000,0,63849,0000,0000,0,64076,0000,0000,0,64027,0000,0000,0,63899,0000,0000,0,62574,0000,0000
"Iosco, MI",26069,0,27324,0000,0000,0,27139,0000,0000,0,26888,0000,0000,0,26690,0000,0000,0,26609,0000,0000,0,26523,0000,0000,0,26500,0000,0000,0,26341,0000,0000,0,26104,0000,0000,0,25817,0000,0000
"Iron, MI",26071,0,13109,0000,0000,0,12854,0000,0000,0,12688,0000,0000,0,12556,0000,0000,0,12317,0000,0000,0,12214,0000,0000,0,12032,0000,0000,0,11934,0000,0000,0,11804,0000,0000,0,11633,0000,0000
"Isabella, MI",26073,0,63421,0000,0000,0,63870,0000,0000,0,64218,0000,0000,0,65024,0000,0000,0,65721,0000,0000,0,66124,0000,0000,0,66538,0000,0000,0,66695,0000,0000,0,66725,0000,0000,0,67176,0000,0000
"Jackson, MI",26075,0,158735,0000,0000,0,159756,0000,0000,0,160791,0000,0000,0,161824,0000,0000,0,161761,0000,0000,0,162530,0000,0000,0,162783,0000,0000,0,162698,0000,0000,0,160266,0000,0000,0,159828,0000,0000
"Kalamazoo, MI",26077,0,239046,0000,0000,0,240048,0000,0000,0,241789,0000,0000,0,243464,0000,0000,0,242035,0000,0000,0,242617,0000,0000,0,243434,0000,0000,0,244651,0000,0000,0,246157,0000,0000,0,248407,0000,0000
"Kalkaska, MI",26079,0,16632,0000,0000,0,16816,0000,0000,0,16884,0000,0000,0,17127,0000,0000,0,17180,0000,0000,0,17103,0000,0000,0,17239,0000,0000,0,17157,0000,0000,0,17142,0000,0000,0,16891,0000,0000
"Kent, MI",26081,0,576507,0000,0000,0,582158,0000,0000,0,586423,0000,0000,0,589458,0000,0000,0,591861,0000,0000,0,594988,0000,0000,0,598649,0000,0000,0,602392,0000,0000,0,604723,0000,0000,0,608315,0000,0000
"Keweenaw, MI",26083,0,2310,0000,0000,0,2294,0000,0000,0,2248,0000,0000,0,2224,0000,0000,0,2171,0000,0000,0,2134,0000,0000,0,2180,0000,0000,0,2226,0000,0000,0,2273,0000,0000,0,2305,0000,0000
"Lake, MI",26085,0,11372,0000,0000,0,11565,0000,0000,0,11466,0000,0000,0,11672,0000,0000,0,11775,0000,0000,0,11757,0000,0000,0,11150,0000,0000,0,11103,0000,0000,0,11017,0000,0000,0,10926,0000,0000
"Lapeer, MI",26087,0,88302,0000,0000,0,89240,0000,0000,0,90277,0000,0000,0,90859,0000,0000,0,91527,0000,0000,0,92226,0000,0000,0,92291,0000,0000,0,91869,0000,0000,0,90905,0000,0000,0,89974,0000,0000
"Leelanau, MI",26089,0,21262,0000,0000,0,21511,0000,0000,0,21551,0000,0000,0,21825,0000,0000,0,21906,0000,0000,0,21865,0000,0000,0,21882,0000,0000,0,21891,0000,0000,0,21847,0000,0000,0,21899,0000,0000
"Lenawee, MI",26091,0,99070,0000,0000,0,99573,0000,0000,0,100167,0000,0000,0,100466,0000,0000,0,100911,0000,0000,0,100939,0000,0000,0,101249,0000,0000,0,101184,0000,0000,0,100720,0000,0000,0,99837,0000,0000
"Livingston, MI",26093,0,158439,0000,0000,0,163354,0000,0000,0,168120,0000,0000,0,171653,0000,0000,0,175732,0000,0000,0,179397,0000,0000,0,182384,0000,0000,0,182933,0000,0000,0,182575,0000,0000,0,183118,0000,0000
"Luce, MI",26095,0,7006,0000,0000,0,7080,0000,0000,0,7003,0000,0000,0,6868,0000,0000,0,6830,0000,0000,0,6743,0000,0000,0,6661,0000,0000,0,6704,0000,0000,0,6599,0000,0000,0,6518,0000,0000
"Mackinac, MI",26097,0,11925,0000,0000,0,11711,0000,0000,0,11558,0000,0000,0,11411,0000,0000,0,11320,0000,0000,0,11194,0000,0000,0,10999,0000,0000,0,10906,0000,0000,0,10667,0000,0000,0,10591,0000,0000
"Macomb, MI",26099,0,790821,0000,0000,0,799945,0000,0000,0,807022,0000,0000,0,813378,0000,0000,0,820015,0000,0000,0,824286,0000,0000,0,827719,0000,0000,0,828875,0000,0000,0,830037,0000,0000,0,831427,0000,0000
"Manistee, MI",26101,0,24629,0000,0000,0,24707,0000,0000,0,24874,0000,0000,0,25074,0000,0000,0,24847,0000,0000,0,24950,0000,0000,0,24924,0000,0000,0,24778,0000,0000,0,24612,0000,0000,0,24439,0000,0000
"Marquette, MI",26103,0,64597,0000,0000,0,64616,0000,0000,0,64751,0000,0000,0,64623,0000,0000,0,65063,0000,0000,0,65029,0000,0000,0,65129,0000,0000,0,65165,0000,0000,0,65462,0000,0000,0,65703,0000,0000
"Mason, MI",26105,0,28363,0000,0000,0,28475,0000,0000,0,28625,0000,0000,0,28719,0000,0000,0,28822,0000,0000,0,28694,0000,0000,0,28785,0000,0000,0,28633,0000,0000,0,28632,0000,0000,0,28637,0000,0000
"Mecosta, MI",26107,0,40655,0000,0000,0,40891,0000,0000,0,41417,0000,0000,0,41697,0000,0000,0,42070,0000,0000,0,42305,0000,0000,0,42160,0000,0000,0,41840,0000,0000,0,41800,0000,0000,0,41775,0000,0000
"Menominee, MI",26109,0,25286,0000,0000,0,25153,0000,0000,0,24978,0000,0000,0,24915,0000,0000,0,24878,0000,0000,0,24578,0000,0000,0,24311,0000,0000,0,24138,0000,0000,0,24156,0000,0000,0,23969,0000,0000
"Midland, MI",26111,0,82994,0000,0000,0,83516,0000,0000,0,83449,0000,0000,0,83578,0000,0000,0,83473,0000,0000,0,83179,0000,0000,0,82802,0000,0000,0,82596,0000,0000,0,82567,0000,0000,0,82548,0000,0000
"Missaukee, MI",26113,0,14544,0000,0000,0,14592,0000,0000,0,14836,0000,0000,0,15009,0000,0000,0,15096,0000,0000,0,15057,0000,0000,0,14993,0000,0000,0,14960,0000,0000,0,14988,0000,0000,0,14838,0000,0000
"Monroe, MI",26115,0,146412,0000,0000,0,147645,0000,0000,0,148583,0000,0000,0,149664,0000,0000,0,151043,0000,0000,0,152234,0000,0000,0,153310,0000,0000,0,153360,0000,0000,0,152870,0000,0000,0,152721,0000,0000
"Montcalm, MI",26117,0,61488,0000,0000,0,61992,0000,0000,0,62337,0000,0000,0,62598,0000,0000,0,63016,0000,0000,0,63039,0000,0000,0,63118,0000,0000,0,62831,0000,0000,0,62845,0000,0000,0,62733,0000,0000
"Montmorency, MI",26119,0,10374,0000,0000,0,10432,0000,0000,0,10473,0000,0000,0,10481,0000,0000,0,10454,0000,0000,0,10377,0000,0000,0,10307,0000,0000,0,10220,0000,0000,0,10185,0000,0000,0,10094,0000,0000
"Muskegon, MI",26121,0,170485,0000,0000,0,171242,0000,0000,0,171811,0000,0000,0,172480,0000,0000,0,173054,0000,0000,0,173907,0000,0000,0,174092,0000,0000,0,174259,0000,0000,0,174569,0000,0000,0,173951,0000,0000
"Newaygo, MI",26123,0,48003,0000,0000,0,48588,0000,0000,0,48704,0000,0000,0,49034,0000,0000,0,49218,0000,0000,0,49368,0000,0000,0,49193,0000,0000,0,49252,0000,0000,0,49072,0000,0000,0,48686,0000,0000
"Oakland, MI",26125,0,1196417,0000,0000,0,1201013,0000,0000,0,1199653,0000,0000,0,1201965,0000,0000,0,1204375,0000,0000,0,1203750,0000,0000,0,1203118,0000,0000,0,1201712,0000,0000,0,1202352,0000,0000,0,1205508,0000,0000
"Oceana, MI",26127,0,26940,0000,0000,0,27079,0000,0000,0,27521,0000,0000,0,27713,0000,0000,0,27941,0000,0000,0,27867,0000,0000,0,27993,0000,0000,0,27830,0000,0000,0,27774,0000,0000,0,27577,0000,0000
"Ogemaw, MI",26129,0,21692,0000,0000,0,21687,0000,0000,0,21704,0000,0000,0,21706,0000,0000,0,21683,0000,0000,0,21607,0000,0000,0,21454,0000,0000,0,21308,0000,0000,0,21193,0000,0000,0,21234,0000,0000
"Ontonagon, MI",26131,0,7801,0000,0000,0,7709,0000,0000,0,7631,0000,0000,0,7499,0000,0000,0,7374,0000,0000,0,7226,0000,0000,0,7068,0000,0000,0,6947,0000,0000,0,6725,0000,0000,0,6569,0000,0000
"Osceola, MI",26133,0,23231,0000,0000,0,23320,0000,0000,0,23494,0000,0000,0,23555,0000,0000,0,23556,0000,0000,0,23406,0000,0000,0,23250,0000,0000,0,23107,0000,0000,0,22881,0000,0000,0,22703,0000,0000
"Oscoda, MI",26135,0,9410,0000,0000,0,9439,0000,0000,0,9351,0000,0000,0,9376,0000,0000,0,9254,0000,0000,0,9046,0000,0000,0,9014,0000,0000,0,8955,0000,0000,0,8884,0000,0000,0,8707,0000,0000
"Otsego, MI",26137,0,23423,0000,0000,0,23725,0000,0000,0,24050,0000,0000,0,24156,0000,0000,0,24199,0000,0000,0,24278,0000,0000,0,24237,0000,0000,0,24073,0000,0000,0,23660,0000,0000,0,23412,0000,0000
"Ottawa, MI",26139,0,239490,0000,0000,0,243502,0000,0000,0,246332,0000,0000,0,249228,0000,0000,0,252323,0000,0000,0,254312,0000,0000,0,256851,0000,0000,0,258808,0000,0000,0,260891,0000,0000,0,261957,0000,0000
"Presque Isle, MI",26141,0,14371,0000,0000,0,14249,0000,0000,0,14193,0000,0000,0,14123,0000,0000,0,14084,0000,0000,0,14001,0000,0000,0,13889,0000,0000,0,13812,0000,0000,0,13574,0000,0000,0,13436,0000,0000
"Roscommon, MI",26143,0,25527,0000,0000,0,25704,0000,0000,0,25740,0000,0000,0,25991,0000,0000,0,25830,0000,0000,0,25735,0000,0000,0,25621,0000,0000,0,25393,0000,0000,0,24969,0000,0000,0,24682,0000,0000
"Saginaw, MI",26145,0,209931,0000,0000,0,209363,0000,0000,0,209054,0000,0000,0,208182,0000,0000,0,207774,0000,0000,0,206426,0000,0000,0,204728,0000,0000,0,202006,0000,0000,0,200858,0000,0000,0,200050,0000,0000
"St. Clair, MI",26147,0,164734,0000,0000,0,165856,0000,0000,0,166774,0000,0000,0,168423,0000,0000,0,169614,0000,0000,0,169594,0000,0000,0,170300,0000,0000,0,169955,0000,0000,0,168888,0000,0000,0,167562,0000,0000
"St. Joseph, MI",26149,0,62518,0000,0000,0,62471,0000,0000,0,62233,0000,0000,0,62428,0000,0000,0,62351,0000,0000,0,62356,0000,0000,0,62337,0000,0000,0,62408,0000,0000,0,62273,0000,0000,0,61723,0000,0000
"Sanilac, MI",26151,0,44530,0000,0000,0,44568,0000,0000,0,44460,0000,0000,0,44196,0000,0000,0,44275,0000,0000,0,44004,0000,0000,0,43921,0000,0000,0,43499,0000,0000,0,42968,0000,0000,0,42064,0000,0000
"Schoolcraft, MI",26153,0,8922,0000,0000,0,8826,0000,0000,0,8731,0000,0000,0,8705,0000,0000,0,8769,0000,0000,0,8663,0000,0000,0,8638,0000,0000,0,8461,0000,0000,0,8174,0000,0000,0,8127,0000,0000
"Shiawassee, MI",26155,0,71707,0000,0000,0,71927,0000,0000,0,71976,0000,0000,0,72133,0000,0000,0,72613,0000,0000,0,72223,0000,0000,0,72211,0000,0000,0,71749,0000,0000,0,70841,0000,0000,0,70006,0000,0000
"Tuscola, MI",26157,0,58273,0000,0000,0,58176,0000,0000,0,58038,0000,0000,0,58162,0000,0000,0,57954,0000,0000,0,57484,0000,0000,0,57042,0000,0000,0,56703,0000,0000,0,56066,0000,0000,0,55395,0000,0000
"Van Buren, MI",26159,0,76352,0000,0000,0,76737,0000,0000,0,77259,0000,0000,0,77628,0000,0000,0,78016,0000,0000,0,77922,0000,0000,0,78089,0000,0000,0,77915,0000,0000,0,77978,0000,0000,0,78227,0000,0000
"Washtenaw, MI",26161,0,324491,0000,0000,0,329234,0000,0000,0,333619,0000,0000,0,337039,0000,0000,0,340622,0000,0000,0,343858,0000,0000,0,346042,0000,0000,0,347807,0000,0000,0,344767,0000,0000,0,347563,0000,0000
"Wayne, MI",26163,0,2058758,0000,0000,0,2059824,0000,0000,0,2054221,0000,0000,0,2046478,0000,0000,0,2037048,0000,0000,0,2025145,0000,0000,0,2008730,0000,0000,0,1981238,0000,0000,0,1949024,0000,0000,0,1925848,0000,0000
"Wexford, MI",26165,0,30524,0000,0000,0,30690,0000,0000,0,30752,0000,0000,0,31082,0000,0000,0,31229,0000,0000,0,31560,0000,0000,0,31630,0000,0000,0,31702,0000,0000,0,31674,0000,0000,0,31553,0000,0000
MINNESOTA,27000,0,4933958,0000,0000,0,4982813,0000,0000,0,5017458,0000,0000,0,5047862,0000,0000,0,5079344,0000,0000,0,5106560,0000,0000,0,5148346,0000,0000,0,5191206,0000,0000,0,5230567,0000,0000,0,5266214,0000,0000
"Aitkin, MN",27001,0,15349,0000,0000,0,15332,0000,0000,0,15541,0000,0000,0,15638,0000,0000,0,15793,0000,0000,0,15846,0000,0000,0,15958,0000,0000,0,16014,0000,0000,0,15891,0000,0000,0,15646,0000,0000
"Anoka, MN",27003,0,299775,0000,0000,0,305002,0000,0000,0,309032,0000,0000,0,312164,0000,0000,0,317165,0000,0000,0,320476,0000,0000,0,324414,0000,0000,0,326973,0000,0000,0,328998,0000,0000,0,331582,0000,0000
"Becker, MN",27005,0,30066,0000,0000,0,30273,0000,0000,0,30626,0000,0000,0,31063,0000,0000,0,31412,0000,0000,0,31508,0000,0000,0,31777,0000,0000,0,31858,0000,0000,0,31939,0000,0000,0,32076,0000,0000
"Beltrami, MN",27007,0,39799,0000,0000,0,40418,0000,0000,0,41039,0000,0000,0,41620,0000,0000,0,42054,0000,0000,0,42653,0000,0000,0,43015,0000,0000,0,43237,0000,0000,0,43782,0000,0000,0,44350,0000,0000
"Benton, MN",27009,0,34502,0000,0000,0,35697,0000,0000,0,36760,0000,0000,0,37691,0000,0000,0,38166,0000,0000,0,38656,0000,0000,0,39013,0000,0000,0,39541,0000,0000,0,39899,0000,0000,0,40193,0000,0000
"Big Stone, MN",27011,0,5782,0000,0000,0,5679,0000,0000,0,5674,0000,0000,0,5588,0000,0000,0,5432,0000,0000,0,5425,0000,0000,0,5353,0000,0000,0,5344,0000,0000,0,5301,0000,0000,0,5251,0000,0000
"Blue Earth, MN",27013,0,55947,0000,0000,0,56510,0000,0000,0,56982,0000,0000,0,57667,0000,0000,0,57955,0000,0000,0,58470,0000,0000,0,59353,0000,0000,0,59973,0000,0000,0,60608,0000,0000,0,61010,0000,0000
"Brown, MN",27015,0,26876,0000,0000,0,26897,0000,0000,0,26837,0000,0000,0,26629,0000,0000,0,26502,0000,0000,0,26079,0000,0000,0,26051,0000,0000,0,25926,0000,0000,0,25748,0000,0000,0,25603,0000,0000
"Carlton, MN",27017,0,31723,0000,0000,0,32005,0000,0000,0,32440,0000,0000,0,32883,0000,0000,0,33335,0000,0000,0,33624,0000,0000,0,33688,0000,0000,0,33652,0000,0000,0,34086,0000,0000,0,34327,0000,0000
"Carver, MN",27019,0,70860,0000,0000,0,73109,0000,0000,0,75686,0000,0000,0,78391,0000,0000,0,81020,0000,0000,0,83943,0000,0000,0,86510,0000,0000,0,88320,0000,0000,0,90162,0000,0000,0,92107,0000,0000
"Cass, MN",27021,0,27277,0000,0000,0,27608,0000,0000,0,27880,0000,0000,0,28009,0000,0000,0,28340,0000,0000,0,28666,0000,0000,0,28722,0000,0000,0,28640,0000,0000,0,28707,0000,0000,0,28534,0000,0000
"Chippewa, MN",27023,0,13066,0000,0000,0,12945,0000,0000,0,12851,0000,0000,0,12684,0000,0000,0,12591,0000,0000,0,12617,0000,0000,0,12541,0000,0000,0,12412,0000,0000,0,12378,0000,0000,0,12321,0000,0000
"Chisago, MN",27025,0,41539,0000,0000,0,43091,0000,0000,0,44722,0000,0000,0,46333,0000,0000,0,47722,0000,0000,0,48599,0000,0000,0,49380,0000,0000,0,49922,0000,0000,0,50326,0000,0000,0,50625,0000,0000
"Clay, MN",27027,0,51291,0000,0000,0,51369,0000,0000,0,51483,0000,0000,0,51710,0000,0000,0,52609,0000,0000,0,53303,0000,0000,0,54072,0000,0000,0,54641,0000,0000,0,55732,0000,0000,0,56763,0000,0000
"Clearwater, MN",27029,0,8376,0000,0000,0,8330,0000,0000,0,8346,0000,0000,0,8275,0000,0000,0,8275,0000,0000,0,8235,0000,0000,0,8198,0000,0000,0,8232,0000,0000,0,8246,0000,0000,0,8242,0000,0000
"Cook, MN",27031,0,5190,0000,0000,0,5192,0000,0000,0,5227,0000,0000,0,5260,0000,0000,0,5296,0000,0000,0,5297,0000,0000,0,5377,0000,0000,0,5417,0000,0000,0,5491,0000,0000,0,5472,0000,0000
"Cottonwood, MN",27033,0,12135,0000,0000,0,12054,0000,0000,0,11960,0000,0000,0,11887,0000,0000,0,11884,0000,0000,0,11643,0000,0000,0,11413,0000,0000,0,11310,0000,0000,0,11232,0000,0000,0,11116,0000,0000
"Crow Wing, MN",27035,0,55311,0000,0000,0,56135,0000,0000,0,57191,0000,0000,0,58168,0000,0000,0,58954,0000,0000,0,59730,0000,0000,0,60768,0000,0000,0,61607,0000,0000,0,62345,0000,0000,0,62723,0000,0000
"Dakota, MN",27037,0,357906,0000,0000,0,363622,0000,0000,0,368205,0000,0000,0,371955,0000,0000,0,376747,0000,0000,0,381256,0000,0000,0,385604,0000,0000,0,390284,0000,0000,0,393528,0000,0000,0,396500,0000,0000
"Dodge, MN",27039,0,17854,0000,0000,0,18093,0000,0000,0,18480,0000,0000,0,18713,0000,0000,0,19047,0000,0000,0,19243,0000,0000,0,19425,0000,0000,0,19415,0000,0000,0,19664,0000,0000,0,19772,0000,0000
"Douglas, MN",27041,0,32919,0000,0000,0,33248,0000,0000,0,33657,0000,0000,0,34166,0000,0000,0,34607,0000,0000,0,35160,0000,0000,0,35526,0000,0000,0,35970,0000,0000,0,36224,0000,0000,0,36390,0000,0000
